"mei_fi_id";"fi_id_cou";"fi_year";"fi_date";"ser_x";"ser_y";"ser_cou_code";"ser_nameshort";"ser_emu_nameshort";"ser_hty_code";"lengthmm";"weightg";"ageyear";"female_proportion";"method_sex";"sex";"sex_source";"fi_lfs_code";"ser_lfs_code";"lfs_code";"lfs_code_source";"sai_samplingstrategy";"sai_samplingobjective";"fi_comment";"sai_comment";"ser_qal_id";"source";"issue";"action"
290594;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";370;84;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290595;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";495;188;NA;1;NA;"f";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290596;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";400;91;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290597;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";386;106;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290598;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";345;73;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290599;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";348;53;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290600;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";363;70;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290601;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";343;71;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290602;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";354;70;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290603;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";383;71;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290604;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";370;79;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290605;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";345;85;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290606;NA;1996;1996-10-17;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";382;115;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290607;NA;1996;1996-10-18;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";360;74;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290608;NA;1996;1996-10-24;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";400;110;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290609;NA;1996;1996-10-24;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";510;215;NA;1;NA;"f";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290610;NA;1996;1996-10-24;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";345;83;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290611;NA;1996;1996-10-24;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";380;120;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290612;NA;1996;1996-10-24;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";525;276;NA;1;NA;"f";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290613;NA;1996;1996-10-24;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";385;90;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290614;NA;1996;1996-10-16;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";382;90;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290615;NA;1996;1996-10-16;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";339;61;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
